ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_percent_income,person_emp_exp,person_gender,person_income,loan_status,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,person_education_Associate,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT
3042,3,616,11.01,0.06,0,0,70216,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3043,3,662,12.73,0.04,0,0,79421,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3044,4,643,13.68,0.1,0,1,64776,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3045,4,574,13.24,0.07,5,1,70776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3046,4,609,8.46,0.25,4,0,47704,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3047,4,593,6.62,0.09,0,0,127132,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3048,3,567,6.99,0.06,2,1,104441,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3049,4,672,10.99,0.22,2,0,45346,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3050,10,627,7.66,0.32,11,0,41971,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3051,7,666,7.6,0.03,8,1,72868,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3052,8,639,11.01,0.27,13,1,54864,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3053,3,699,11.01,0.05,4,1,29813,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3054,9,683,12.69,0.06,6,0,24821,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3055,7,661,12.42,0.15,9,1,67308,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3056,17,608,10.37,0.07,25,0,139059,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3057,10,503,5.42,0.07,3,1,87722,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3058,5,591,9.53,0.13,3,1,49491,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3059,4,540,10.74,0.23,0,1,43942,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3060,9,684,16.77,0.34,6,0,44152,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3061,5,621,16.89,0.12,7,0,85162,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3062,3,639,19.03,0.04,0,1,123634,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3063,7,643,9.62,0.04,7,1,64463,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3064,4,647,6.99,0.05,6,1,166202,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3065,2,599,10.37,0.22,5,0,63307,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3066,8,653,10.99,0.31,12,1,41699,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3067,3,588,5.42,0.06,3,0,23521,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3068,2,620,13.22,0.12,2,1,48104,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3069,2,668,10.75,0.27,0,1,34814,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3070,15,738,7.27,0.18,26,0,44179,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3071,11,545,7.87,0.16,10,1,67580,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3072,16,675,12.23,0.12,24,1,120906,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3073,10,550,7.88,0.08,13,0,48867,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3074,4,630,10.75,0.16,1,0,92271,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3075,2,606,6.91,0.11,0,1,60813,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3076,4,663,6.99,0.05,4,1,120871,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3077,12,568,13.57,0.11,23,1,130571,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3078,3,623,10.3,0.12,3,0,96603,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3079,4,681,14.26,0.03,0,1,130708,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3080,10,662,15.27,0.19,9,0,102993,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3081,9,692,11.11,0.14,9,0,108990,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3082,14,667,8.94,0.26,15,1,46707,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3083,3,603,19.41,0.23,0,1,56210,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3084,2,562,12.92,0.15,2,1,53477,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3085,4,625,6.03,0.09,0,1,51111,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3086,16,663,13.8,0.05,18,1,516892,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3087,3,625,11.49,0.14,0,1,32518,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3088,7,626,6.79,0.14,10,1,14695,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3089,9,659,10.65,0.06,9,0,79105,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3090,6,548,13.57,0.23,10,0,51126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3091,4,617,8.76,0.01,5,0,109219,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3092,4,678,11.01,0.12,1,1,76332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3093,6,550,11.01,0.14,4,0,109034,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3094,6,730,16.77,0.09,6,1,174023,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3095,3,532,9.54,0.11,0,0,69577,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3096,3,627,8.88,0.14,1,1,48808,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3097,7,662,11.71,0.13,9,0,97250,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3098,2,573,6.54,0.14,0,0,73107,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3099,3,532,9.32,0.14,0,0,49048,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3100,6,572,11.01,0.11,6,1,36786,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3101,8,652,7.29,0.09,6,1,55554,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3102,6,633,15.96,0.11,2,1,52568,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3103,4,653,12.53,0.55,0,0,38344,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3104,4,615,16.89,0.18,6,0,55102,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3105,2,560,11.69,0.09,0,1,27439,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3106,8,658,14.09,0.13,7,1,60544,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3107,3,622,8.9,0.06,1,1,41533,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3108,4,675,11.83,0.13,2,1,140325,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3109,11,695,11.11,0.08,18,1,130566,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3110,9,668,11.48,0.17,6,1,133102,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3111,7,611,11.4,0.17,4,0,89845,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3112,2,663,13.79,0.31,3,0,25937,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3113,4,685,11.71,0.31,0,1,49170,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3114,10,710,14.54,0.1,10,1,138000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3115,6,629,7.4,0.03,14,1,46753,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3116,8,688,11.48,0.23,5,0,39061,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3117,2,512,8,0.12,0,1,66944,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3118,4,641,8.26,0.16,1,1,57190,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3119,3,674,12.42,0.19,4,0,26792,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3120,8,660,10.99,0.17,6,0,96829,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3121,6,674,8.75,0.06,6,0,361589,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3122,10,648,12.98,0.07,2,0,53841,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3123,8,645,10.59,0.08,5,0,74421,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3124,17,583,9.91,0.11,11,0,264810,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3125,2,564,10.99,0.26,5,0,54407,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3126,6,671,9.07,0.05,11,1,102932,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3127,14,654,15.57,0.28,21,1,51055,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3128,3,594,8.19,0.23,0,0,72983,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3129,2,642,5.79,0.11,1,0,94872,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3130,3,593,13.49,0.31,0,1,43097,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3131,4,620,13.85,0.12,2,1,121156,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3132,2,666,7.9,0.13,0,0,22672,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3133,8,696,15.83,0.17,13,1,145114,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3134,3,539,5.42,0.08,0,1,60824,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3135,2,579,12.99,0.12,2,0,34701,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3136,2,582,7.14,0.16,0,1,30863,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3137,2,529,10,0.24,2,0,61095,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3138,3,602,10,0.11,5,0,46702,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3139,4,656,6.03,0.03,3,1,138974,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3140,10,615,8.9,0.21,9,1,96983,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3141,12,635,7.9,0.21,17,0,84995,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
3142,7,653,12.18,0.15,6,1,122826,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3143,9,561,10.25,0.21,5,1,84875,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3144,4,554,8.84,0.18,0,0,24632,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3145,2,608,10.65,0.09,0,0,68975,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3146,2,642,7.88,0.19,0,1,50315,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3147,2,660,11.01,0.07,4,0,151163,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3148,4,672,9.88,0.05,4,1,61146,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3149,14,612,13.51,0.01,18,1,108608,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3150,8,657,17.21,0.06,1,0,229624,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3151,2,612,8.94,0.19,6,0,67233,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3152,8,617,11.88,0.21,4,1,87251,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3153,4,533,13.16,0.26,0,0,49021,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3154,3,702,12.73,0.17,4,1,41964,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3155,10,648,10.71,0.17,4,1,108582,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3156,6,668,20,0.08,9,1,97125,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3157,2,649,12.68,0.07,2,1,45797,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3158,15,682,10.42,0.09,21,0,83260,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3159,5,632,11.59,0.16,5,1,126827,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3160,8,715,8.12,0.14,8,0,87345,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3161,5,576,12.87,0.13,0,0,77807,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3162,3,637,5.79,0.15,0,1,66996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3163,17,720,7.51,0.06,21,1,82866,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3164,8,573,7.52,0.07,5,0,124620,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3165,4,654,6.76,0.07,4,0,108932,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3166,3,549,11.58,0.04,0,0,331037,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3167,7,662,11.01,0.18,10,1,67045,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3168,2,660,14.72,0.05,0,1,40728,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3169,3,646,11.01,0.26,4,0,96945,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3170,3,625,7.51,0.06,0,0,63259,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3171,7,718,7.43,0.02,6,1,82829,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3172,6,585,8.13,0.09,2,0,122188,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3173,2,585,14.22,0.31,0,0,35906,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3174,3,657,7.49,0.03,5,1,74415,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3175,4,700,11.01,0.29,4,1,58309,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3176,4,631,15.62,0.07,2,0,71870,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3177,3,572,10.37,0.24,0,0,65761,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3178,4,538,9.63,0.19,2,0,49750,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3179,8,639,12.06,0.12,13,1,85231,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3180,9,578,7.49,0.2,13,1,102844,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3181,13,661,14.78,0.05,16,0,23056,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3182,2,561,5.42,0.16,0,0,44335,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3183,7,691,9.91,0.08,7,0,252837,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3184,5,636,10.36,0.1,6,1,51461,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3185,3,642,11.01,0.19,0,1,52343,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3186,14,630,13.92,0.15,14,0,79027,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3187,4,554,13.57,0.24,0,0,41970,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3188,8,513,7.88,0.08,8,0,25937,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3189,2,678,12.69,0.05,3,0,189891,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3190,2,670,14.22,0.12,1,1,125524,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3191,2,702,13.79,0.13,1,1,88358,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3192,2,632,5.99,0.04,0,1,27174,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3193,3,633,10.99,0.12,2,1,42105,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3194,7,650,12.44,0.08,0,1,121108,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3195,2,622,14.79,0.13,2,0,39173,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3196,17,528,10.99,0.26,14,0,70806,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3197,2,616,9.99,0.15,3,1,45293,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3198,17,683,11.01,0.12,16,1,48543,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3199,2,657,15.87,0.28,0,1,53797,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3200,3,639,8.76,0.17,0,1,69232,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3201,5,591,11.01,0.07,6,1,73185,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3202,5,627,11.01,0.17,6,0,173747,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3203,7,626,10.09,0.05,8,1,75182,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3204,7,609,7.7,0.07,10,1,90785,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3205,10,695,6.74,0.08,7,0,123417,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3206,10,610,14.46,0.11,7,1,62873,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3207,5,613,11.3,0.3,3,0,27053,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3208,5,634,11.86,0.07,4,1,74462,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3209,4,649,9.91,0.08,2,1,76532,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3210,6,671,6.92,0.07,4,1,91384,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3211,3,661,12.29,0.16,0,1,91154,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3212,9,700,11.12,0.02,11,0,85046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3213,17,635,11.01,0.12,14,1,213440,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3214,4,642,9,0.1,0,1,55911,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3215,4,688,10.98,0.14,3,1,49919,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3216,12,665,11.01,0.22,15,0,36995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3217,4,681,12.22,0.04,1,0,73858,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3218,7,668,10.29,0.13,4,0,46835,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3219,13,685,16.49,0.24,18,1,38067,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3220,11,676,6.62,0.03,17,1,150666,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3221,4,674,13.11,0.14,6,1,58540,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3222,10,621,9.74,0.16,13,1,109115,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3223,2,697,13.22,0.12,0,1,62201,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3224,7,631,14.91,0.07,7,1,136856,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3225,10,705,12.63,0.08,4,1,97211,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3226,4,655,7.49,0.13,0,1,36813,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3227,2,507,17.19,0.06,1,0,83651,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3228,16,706,7.51,0.1,16,0,83032,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3229,10,696,13.34,0.14,2,0,112874,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3230,7,566,9.25,0.14,1,0,24963,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3231,17,664,14.27,0.08,23,1,132575,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3232,4,603,10.99,0.28,3,1,85223,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3233,4,635,7.51,0.14,0,1,43006,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3234,4,663,11.01,0.02,2,0,97260,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3235,11,618,8.88,0.16,15,0,52477,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3236,3,552,5.42,0.05,2,1,98138,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3237,5,618,11.41,0.13,3,0,116127,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3238,17,631,11.99,0.15,11,0,121141,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
3239,4,660,13.48,0.27,0,1,15479,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3240,4,726,13.46,0.08,5,1,169127,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3241,6,662,12.61,0.06,7,1,65646,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3242,8,587,11.12,0.06,3,0,86932,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3243,8,664,10.99,0.06,7,0,67024,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3244,15,685,5.42,0.1,9,1,145176,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3245,3,556,6.11,0.06,0,0,104073,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3246,3,627,9.21,0.03,5,1,118627,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3247,5,730,10.62,0.24,3,1,61298,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3248,4,684,7.9,0.11,0,0,85551,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3249,5,668,9.63,0.3,6,1,114836,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3250,6,674,11.01,0.11,13,1,178777,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3251,2,576,9.32,0.07,3,1,145085,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3252,9,666,12.99,0.22,6,1,37062,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3253,10,655,11.97,0.14,6,1,42846,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3254,3,705,11.01,0.11,3,0,73034,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3255,9,714,7.51,0.08,9,1,59369,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3256,6,625,11.01,0.18,10,1,84657,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3257,17,690,8.9,0.06,24,0,78188,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3258,3,658,8.9,0.33,1,1,33578,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3259,2,646,6.62,0.08,1,0,66035,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3260,9,655,15.99,0.16,9,0,96753,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3261,7,672,13.48,0.12,12,0,75541,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3262,8,687,11.01,0.22,7,1,54390,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3263,2,543,10.59,0.1,0,1,79105,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3264,2,599,6.75,0.19,1,0,96146,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3265,4,622,11.02,0.29,0,0,65545,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3266,2,694,8.49,0.05,5,0,85087,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3267,2,579,17.27,0.14,0,0,25869,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3268,2,621,10.38,0.08,1,1,58895,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3269,7,596,6.91,0.22,8,1,92495,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3270,4,667,8.22,0.24,3,0,51054,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3271,3,652,8.18,0.15,0,1,33559,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3272,4,693,6.17,0.02,1,1,205111,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3273,5,685,8.94,0.23,1,0,52799,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3274,9,675,15.38,0.15,7,0,55086,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3275,11,656,14.5,0.17,11,0,90573,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3276,8,613,11.12,0.09,10,1,109180,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3277,2,653,11.14,0.27,0,0,37083,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3278,4,636,14.33,0.33,1,1,72647,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3279,3,617,9.21,0.04,0,1,95988,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3280,9,658,5.42,0.07,9,1,117508,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3281,3,616,12.42,0.12,4,0,109161,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3282,3,651,12.53,0.13,6,1,39103,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3283,9,631,8,0.14,9,0,54601,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3284,4,592,11.01,0.03,6,1,86137,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3285,2,600,12.87,0.05,1,0,129242,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
3286,9,684,8.9,0.19,10,1,145277,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3287,5,650,9.91,0.05,4,0,67134,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3288,11,657,6.62,0.14,15,1,85714,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3289,11,645,14.19,0.09,7,0,217014,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3290,2,653,18.25,0.15,6,0,54855,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3291,5,632,7.49,0.16,6,0,67072,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3292,3,657,10.95,0.17,0,1,45399,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3293,8,567,9.51,0.06,10,1,48952,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3294,3,622,10.2,0.08,0,1,38994,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3295,4,672,17.99,0.1,0,0,48030,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
